Row Labels,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment,,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment
AL2070,0.6,0.2,0,34074.43,,,,,
AL2071,3.4,2.6,0,35316.45,,,,,
AL2077,0.8,0.2,0,34081.77,,,,,
AL2085,6.2,4.4,1,46422.42,,,,,
AL2090,8.2,4.8,2.2,58864.18,,,,,
AL2101,0,0,0.2,35987.26,,,,,
AL2105,0,0,0,33957.5,,,,,
AL2107,1.2,0.6,0.4,38345.85,,,,,
AL2109,0.6,0.6,0,34264.34,,,,,
AL2119,0,0,0.2,35987.26,,,,,
AL2120,2,1.8,0,34885.35,,,,,
AL2121,0.2,0.2,0,34059.78,,,,,
AL2124,0,0,1,44106.29,,,,,
AL2125,11.2,6.8,2,57893.88,,,,,
AL2127,0.2,0.2,0.2,36089.54,,,,,
AL2128,0.6,0,0.4,38039,,,,,
AL2129,0,0,0,33957.5,,,,,
AL2132,0,0,0,33957.5,,,,,
AL2145,6,2,1,45275.69,,,,,
AL2150,1.6,0.4,2,54503.63,,,,,
AL2153,7.8,2.8,1,45721.46,,,,,
AL2154,3.6,2.8,0,35418.74,,,,,
AL2156,2.8,0.8,0.8,42558.95,,,,,
AL2157,9.8,3.6,1.2,48204.32,,,,,
AL2159,15.2,10.4,1,49600.78,,,,,
AL2160,4.2,2,1,45209.72,,,,,
AL2161,45.6,24.6,2,67605.2,,,,,
AL2164,0.2,0.2,0,34059.78,,,,,
AL2165,0,0,0,33957.5,,,,,
AL2166,3.4,2.8,0,35411.41,,,,,
AL2167,3.6,2.6,0.6,41413.07,,,,,
AL2172,3.4,1.6,0.8,42960.74,,,,,
AL2174,2.4,0.4,1.2,46413.91,,,,,
AL2175,28.4,26.4,2,67829.36,,,,,
AL2178,0,0,0,33957.5,,,,,
AL2181,6.4,6.2,0,37135.51,,,,,
AL2182,0,0,0,33957.5,,,,,
AL2184,0.2,0.2,0,34059.78,,,,,
AL2186,5.4,3.2,1,45823.4,,,,,
AL2187,0,0,0,33957.5,,,,,
AL2191,0,0,0,33957.5,,,,,
AL2192,0,0,0,33957.5,,,,,
AL2194,1.2,0.4,2,54488.97,,,,,
AL2197,1.2,1,0.2,36505.99,,,,,
AL2203,8.2,6.4,1,47445.23,,,,,
AL2207,76.6,54.4,17.6,241210.11,,,,,
AL2208,7.6,2.8,1,45714.13,,,,,
AL2209,4.6,3,1.2,47728.89,,,,,
AL2211,0.2,0.2,0,34059.78,,,,,
AL2213,0.8,0.8,0,34366.62,,,,,
AL2214,10.2,4.4,1,46569.03,,,,,
AL2215,5,3.8,0,35944.8,,,,,
AL2217,0.6,0,0,33979.49,,,,,
AL2218,6.6,4.4,1,46437.08,,,,,
AL2224,0.8,0.2,0.6,40171.04,,,,,
AL2227,6.2,2,1,45283.02,,,,,
AL2235,4.8,3,1,45706.46,,,,,
AL2236,1,1,0.25,37006.1,,,,,
AL2237,7.6,3.6,1,46093.93,,,,,
AL2238,0.2,0.2,0,34059.78,,,,,
AL2239,0,0,0,33957.5,,,,,
AL2240,0.2,0.2,0,34059.78,,,,,
AL2241,0.8,0.4,0,34176.72,,,,,
AL2243,8.8,7.6,1.6,54126.19,,,,,
AL2244,0.2,0,0,33964.83,,,,,
AL2245,0.6,0.6,0,34264.34,,,,,
AL2249,10.8,4.4,1,46591.02,,,,,
AL2260,32.8,19,2,64477.47,,,,,
AL2262,0.4,0.2,0,34067.11,,,,,
AL2266,0,0,0,33957.5,,,,,
AL2267,1.2,1.2,0,34571.18,,,,,
AL2271,0,0,0,33957.5,,,,,
AL2273,3.4,2.4,0,35221.51,,,,,
AL2278,1.2,0,0.6,40090.75,,,,,
AL2279,0,0,0,33957.5,,,,,
AL2281,0.6,0.6,0,34264.34,,,,,
AL2285,0,0,0,33957.5,,,,,
AL2287,0.4,0.4,0.2,36191.82,,,,,
AL2297,4.4,2.8,3.2,67924.2,,,,,
AL2299,0.2,0.2,0,34059.78,,,,,
AL2305,2.2,1.8,0,34892.68,,,,,
AL2307,0,0,0,33957.5,,,,,
AL2308,8.6,3.2,1,45940.69,,,,,
AL2309,0,0,0,33957.5,,,,,
AL2310,3.4,2,1.2,47210.16,,,,,
AL2316,1.6,1.4,0.4,38740.31,,,,,
AL2324,0.4,0.4,0,34162.06,,,,,
AL2393,11,9.2,0.6,44817.63,,,,,
AL2480,0.4,0,0,33972.16,,,,,
AL2482,0,0,0,33957.5,,,,,
AR0016,0.6,0.2,0,34074.44,,,,,
AR0021,8.6,3.6,3.4,70487.69,,,,,
AR0030,10,7,0.6,43736.53,,,,,
AR0031,1.2,0.2,0,34096.42,,,,,
AR0057,3.8,1.6,0.4,38915.89,,,,,
AR0062,5.4,4.8,2.6,62821.08,,,,,
AR0063,80,63.4,8.2,150208.81,,,,,
AR0066,4.8,4,1.2,48210.96,,,,,
AR0068,0,0,0,33957.49,,,,,
AR0070,0,0,0,0,,,,,
AR0078,8.8,7.2,2.4,62055.33,,,,,
AR0079,2.4,1.4,0,34710.11,,,,,
AR0084,1.8,1,0,34498.22,,,,,
AR0085,0.6,0.2,0.2,36104.2,,,,,
AR1093,5.6,1.6,1.6,51160.41,,,,,
AR1116,0.6,0.6,0,34264.34,,,,,
AR1125,0.2,0.2,0,34059.78,,,,,
AR1127,6.2,5.4,1.4,50956.71,,,,,
AR1135,2,1.6,2,55087.99,,,,,
AR1170,6.4,4.6,0.4,40435.43,,,,,
AR1173,0,0,0,33957.5,,,,,
AR1182,10,9.2,1,48840.5,,,,,
AR1184,1,0.8,1,44522.74,,,,,
AR1192,0.4,0.4,0,34162.06,,,,,
AR1197,0.6,0.2,0,34074.44,,,,,
AR1198,0.2,0,0,33964.83,,,,,
AR1202,1,0.4,0,34184.05,,,,,
AR1203,1.2,1,0,34476.23,,,,,
AR1213,1.8,1.6,0,34783.07,,,,,
AR1214,0,0,0,33957.5,,,,,
AR1217,6,4,0.6,42165.68,,,,,
AR1222,5.8,3.2,1,45838.06,,,,,
AR1224,0.8,0.6,1.8,52539.5,,,,,
AR1227,1.6,0.6,0,34300.99,,,,,
AR1228,0.6,0.2,0,34074.44,,,,,
AR1229,4.6,3,0,35550.34,,,,,
AR1230,0.2,0,0,33964.83,,,,,
AR1234,14.4,9.8,2.6,65524.68,,,,,
AR1236,1.2,0.6,0,34286.33,,,,,
AR1237,1,0.8,0,34373.95,,,,,
AR1238,0.2,0.2,0,34059.78,,,,,
AR1240,1.8,1.2,1,44741.96,,,,,
AR1241,0,0,0,33957.5,,,,,
AR1243,3.8,1.6,0.2,36886.13,,,,,
AR1246,14.4,10.4,1,49571.46,,,,,
AR1247,8.6,7.2,1.6,53928.96,,,,,
AR1252,0,0,0,33957.5,,,,,
AR1253,2,0.2,0,34125.75,,,,,
AR1254,10.2,8.4,0,38319.23,,,,,
AR1256,0.2,0.2,0,34059.78,,,,,
AR1262,6.2,5.4,3.8,75313.8,,,,,
AR1263,0,0,0,33957.5,,,,,
AR1264,0.2,0.2,0,34059.78,,,,,
AR1266,0,0,0,33957.5,,,,,
AR1267,4,3.2,1.8,53891.13,,,,,
AR1268,5.4,3.2,0.6,41763.89,,,,,
AR1269,6.2,4.4,1,46422.42,,,,,
AR1270,1,0.2,0,34089.1,,,,,
AR1273,0.4,0,0,33972.16,,,,,
AR1275,0.2,0,0,33964.83,,,,,
AR1276,5,3.2,1,45808.74,,,,,
AR1278,4.8,3,0.6,41646.95,,,,,
AR1279,1.6,1.2,0,34585.84,,,,,
AR1284,9.4,5.2,1,46919.51,,,,,
AR1286,0,0,0,33957.5,,,,,
AR1289,0,0,0,33957.5,,,,,
AR1290,2.6,2.2,1,45246.03,,,,,
AR1291,0,0,0,33957.5,,,,,
AR1295,8.8,5.8,1,47182.37,,,,,
AR1296,10.6,7.6,2.8,66370.72,,,,,
AR1298,0.2,0.2,0,34059.78,,,,,
AR1299,0,0,0,33957.5,,,,,
AR1300,12,7,0.2,39750.31,,,,,
AR1302,6.33,6.33,0,37196.37,,,,,
AR1303,0,0,0,33957.49,,,,,
AR1304,0.6,0,0,33979.49,,,,,
AR1305,0,0,0,33957.5,,,,,
AR1307,0.2,0,0,33964.83,,,,,
AR1308,6,4,6.2,98998.93,,,,,
AR1309,0,0,0,33957.5,,,,,
AR1310,0,0,0,33957.5,,,,,
AR1311,0,0,0,33957.5,,,,,
AR1313,0,0,0,33957.5,,,,,
AR1315,0,0,0,33957.5,,,,,
AR1316,3,2,0,35016.95,,,,,
AR1317,0,0,0,33957.5,,,,,
AS6148,0.2,0.2,0,34059.78,,,,,
AS7752,1.6,1,0,34490.89,,,,,
AS7914,0,0,0,33957.5,,,,,
AS8003,0,0,0,33957.5,,,,,
AS8346,5.2,3.6,0.8,43976.21,,,,,
AX0000,0,0,0,33957.5,,,,,
AX0700,0,0,0,33957.5,,,,,
AZ0015,7.4,4.4,0,36317.61,,,,,
AZ0052,282.8,253.8,0,164813.82,,,,,
AZ0058,75,66.8,5.2,121193.27,,,,,
AZ0303,110.8,81.6,0,76757.97,,,,,
AZ0307,64.4,37.8,0,54263.33,,,,,
AZ0325,0,0,0,33957.49,,,,,
AZ0326,0.6,0,0,33979.49,,,,,
AZ0327,0.8,0.8,0,34366.62,,,,,
AZ0328,1.2,0.4,0,34191.38,,,,,
AZ0329,0,0,0,33957.5,,,,,
AZ0334,110.6,98.6,2.8,113238.01,,,,,
AZ0336,7.4,6.8,1,47605.8,,,,,
AZ0339,0,0,0,33957.5,,,,,
AZ0349,26.6,8.4,0,38920.3,,,,,
AZ0350,0.4,0.2,0,34067.11,,,,,
AZ0351,0.4,0.2,0,34067.11,,,,,
AZ0352,5,1.6,0,34900.34,,,,,
AZ0353,0.2,0,0,33964.83,,,,,
AZ0354,4,0.6,0,34388.95,,,,,
AZ0355,0,0,0,33957.5,,,,,
AZ0356,0.4,0.2,0,34067.1,,,,,
AZ0357,0,0,0,33957.5,,,,,
AZ0359,0,0,0,33957.5,,,,,
AZ0360,0,0,0,33957.5,,,,,
AZ0361,0,0,0,33957.5,,,,,
AZ0362,0.2,0,0,33964.83,,,,,
AZ0363,0,0,0,33957.5,,,,,
AZ0369,3,0.6,0,34352.31,,,,,
AZ0551,11.8,9.8,1.6,55280.59,,,,,
AZ0553,0.2,0,0,33964.83,,,,,
AZ0554,5,3.6,0,35849.85,,,,,
AZ0555,5,2.6,0,35375.1,,,,,
AZ0556,0.8,0.2,0,34081.77,,,,,
AZ0559,1.6,0.8,0,34395.94,,,,,
AZ0560,0,0,0,33957.5,,,,,
AZ0601,0.6,0.6,0.6,40353.61,,,,,
AZ0602,0,0,0,33957.5,,,,,
AZ0603,0,0,0,33957.5,,,,,
AZ0604,0,0,0,33957.5,,,,,
AZ0611,42.6,39.2,1.2,66307.56,,,,,
AZ0612,0,0,0,33957.5,,,,,
AZ0613,3.6,1,0,34564.19,,,,,
AZ0614,2,1.4,0,34695.45,,,,,
AZ0616,1,0.75,0,34350.21,,,,,
AZ0631,0,0,0,33957.5,,,,,
AZ0632,0,0,0,33957.5,,,,,
AZ0670,3,0,0,34067.45,,,,,
AZ0671,0,0,0,33957.5,,,,,
AZ0673,0,0,0,33957.5,,,,,
AZ0674,0,0,0,33957.5,,,,,
AZ0675,0,0,0,33957.5,,,,,
AZ0676,0,0,0,33957.5,,,,,
AZ0677,0,0,0,33957.5,,,,,
AZ0678,0,0,0,33957.5,,,,,
AZ0679,0,0,0,33957.5,,,,,
AZ0681,2,1.6,0.4,38849.92,,,,,
AZ0682,7,7,1.2,49715.85,,,,,
AZ0683,0,0,0,33957.5,,,,,
AZ0684,0,0,0,33957.5,,,,,
AZ0686,1,0.75,0,34350.21,,,,,
AZ0690,0,0,0,33957.5,,,,,
AZ0691,0,0,0,33957.5,,,,,
AZ0692,0,0,0,33957.5,,,,,
AZ0704,16.6,15.6,2.8,70388.62,,,,,
AZ0705,1.2,0.8,0,34381.28,,,,,
AZ0706,0,0,0,33957.5,,,,,
AZ2086,95.8,91.8,5.2,133824.39,,,,,
AZ5208,6.4,4.2,0,36186.01,,,,,
AZ5427,5.8,3.2,0,35689.27,,,,,
AZ5896,6,5,1,46699.94,,,,,
AZ5952,0.4,0.2,0,34067.11,,,,,
AZ5983,0,0,0,33957.5,,,,,
AZ6040,0,0,0,33957.5,,,,,
AZ6246,0,0,0,33957.5,,,,,
AZ6285,0.4,0.4,0,34162.06,,,,,
AZ6294,9.4,5,0.2,38705.52,,,,,
AZ6304,0.2,0,0,33964.82,,,,,
AZ6306,0.8,0.4,0,34176.72,,,,,
AZ6463,58,56.2,4.8,111478.39,,,,,
AZ6482,3,2,0,35016.95,,,,,
AZ6545,0.6,0,0,33979.49,,,,,
AZ6584,0.2,0.2,0,34059.78,,,,,
AZ6624,2.2,0.8,0,34417.93,,,,,
AZ6659,3.6,0.8,0,34469.24,,,,,
AZ6734,0.6,0,0,33979.49,,,,,
AZ6752,0,0,0,33957.5,,,,,
AZ6769,0.8,0.4,0,34176.72,,,,,
AZ6774,5.4,4.6,0.8,44458.29,,,,,
AZ6779,0,0,0,33957.5,,,,,
AZ6786,0,0,0,33957.5,,,,,
AZ6831,4.4,3.8,0,35922.81,,,,,
AZ6886,18,17.4,1,53026.65,,,,,
AZ6946,4.6,2.8,0,35455.39,,,,,
AZ6972,52.6,49.6,3.4,93938.81,,,,,
AZ7016,0,0,0,33957.5,,,,,
AZ7112,34.6,29.4,1.2,61361.81,,,,,
AZ7115,25.6,22,1,55489.04,,,,,
AZ7123,8.8,7,0.8,45722.31,,,,,
AZ7128,0,0,0,33957.5,,,,,
AZ7134,26.4,20.8,1.6,61037.94,,,,,
AZ7167,40,37,14,195072.39,,,,,
AZ7168,7.6,4.6,1.2,48598.44,,,,,
AZ7200,0.2,0,0,33964.83,,,,,
AZ7211,1,1,0,34468.9,,,,,
AZ7224,0.8,0,0,33986.82,,,,,
AZ7231,0,0,0,33957.5,,,,,
AZ7258,3.4,1.6,0,34841.71,,,,,
AZ7265,0,0,0,33957.5,,,,,
AZ7273,0.4,0.2,0,34067.11,,,,,
AZ7274,0.2,0,0,33964.83,,,,,
AZ7278,0,0,0,33957.5,,,,,
AZ7281,3.2,2.8,0,35404.08,,,,,
AZ7310,1.6,0.2,0.4,38170.61,,,,,
AZ7319,2,0.6,0,34315.65,,,,,
AZ7346,1.6,1.4,0,34680.78,,,,,
AZ7353,0.6,0.2,0,34074.44,,,,,
AZ7383,0.2,0,0,33964.83,,,,,
AZ7400,0,0,0,33957.5,,,,,
AZ7402,0,0,0,33957.5,,,,,
AZ7420,0,0,0,33957.5,,,,,
AZ7432,0.4,0.2,0,34067.11,,,,,
AZ7433,19.2,18.6,0,43491.53,,,,,
AZ7451,2.6,1.8,0,34907.34,,,,,
AZ7453,0,0,0,33957.5,,,,,
AZ7468,0,0,0,33957.5,,,,,
AZ7469,1.4,0.2,0,34103.76,,,,,
AZ7498,0,0,0,33957.5,,,,,
AZ7499,0,0,0,33957.5,,,,,
AZ7500,0,0,0,33957.5,,,,,
AZ7525,0,0,0,33957.5,,,,,
AZ7539,0,0,0,33957.5,,,,,
AZ7556,24,16.8,3,73259.29,,,,,
AZ7562,3.4,3,0,35506.36,,,,,
AZ7571,0,0,0,33957.5,,,,,
AZ7572,5,4.4,0.6,42318.93,,,,,
AZ7574,2.8,2.4,0,35199.52,,,,,
AZ7606,0,0,0,33957.5,,,,,
AZ7630,4.4,3.8,1,46071.6,,,,,
AZ7631,0.8,0.4,0,34176.72,,,,,
AZ7638,28.4,27.2,1.6,64149.64,,,,,
AZ7646,17,13,1,50901.1,,,,,
AZ7647,0,0,0,33957.5,,,,,
AZ7677,1,0.8,0,34373.95,,,,,
AZ7681,0,0,0,33957.5,,,,,
AZ7682,0,0,0,33957.5,,,,,
AZ7696,0,0,0,33957.5,,,,,
AZ7705,4.8,4.2,1.2,48305.92,,,,,
AZ7706,0,0,0,33957.5,,,,,
AZ7708,0,0,0,33957.5,,,,,
AZ7748,33,29.2,1.2,61208.21,,,,,
AZ7757,0.2,0,0,33964.83,,,,,
AZ7775,1.25,0.25,0,34122,,,,,
AZ7779,0,0,0,33957.5,,,,,
AZ7788,0,0,0,33957.5,,,,,
AZ7810,0,0,0,33957.5,,,,,
AZ7817,10,6,0,37172.5,,,,,
AZ7818,0,0,0,33957.5,,,,,
AZ7819,0,0,0,33957.5,,,,,
AZ7837,4.2,4.2,0.6,42194.66,,,,,
AZ7854,1.2,0.2,0,34096.43,,,,,
AZ7861,6.4,6.4,1,47379.25,,,,,
AZ7875,0,0,0,33957.5,,,,,
AZ7887,32.2,27.6,1,58389.54,,,,,
AZ7892,25.8,23.4,1.2,58190.78,,,,,
AZ7897,0,0,0,33957.5,,,,,
AZ7902,32,31,2,70145.15,,,,,
AZ7926,5.6,1.2,0,34732.44,,,,,
AZ7927,3.2,2,0,35024.28,,,,,
AZ7942,0.2,0.2,0,34059.78,,,,,
AZ7956,0,0,0,33957.5,,,,,
AZ7962,0.6,0,0,33979.49,,,,,
AZ7964,111.6,108,7.4,164421.77,,,,,
AZ7974,0,0,0,33957.5,,,,,
AZ7976,1.8,1,0,34498.22,,,,,
AZ7977,8.6,7.8,0.6,44065.02,,,,,
AZ7980,0,0,0,33957.5,,,,,
AZ8005,6.8,4.2,2,56498.26,,,,,
AZ8009,1,0.4,0,34184.05,,,,,
AZ8031,0,0,0,33957.5,,,,,
AZ8036,6.6,5.4,0.4,40822.56,,,,,
AZ8043,0.8,0.8,0,34366.62,,,,,
AZ8045,0,0,0,33957.5,,,,,
AZ8063,0.2,0,0,33964.83,,,,,
AZ8079,6.2,6.2,0,37128.18,,,,,
AZ8092,1.4,0.8,0,34388.61,,,,,
AZ8101,4.2,3.4,0.8,43844.61,,,,,
AZ8147,9.4,7.4,0.8,45934.2,,,,,
AZ8164,0,0,0,33957.5,,,,,
AZ8169,0.2,0.2,0,34059.78,,,,,
AZ8185,5.6,4,0,36061.74,,,,,
AZ8201,1.8,0.8,0,34403.27,,,,,
AZ8202,0.6,0.6,0,34264.34,,,,,
AZ8214,1.8,1.6,0.8,42902.1,,,,,
AZ8217,8.4,5.2,0,36734.06,,,,,
AZ8231,0.2,0.2,0,34059.78,,,,,
AZ8232,1.2,0.6,0,34286.33,,,,,
AZ8253,0.2,0.2,0,34059.78,,,,,
AZ8259,18.2,17,2,62992.87,,,,,
AZ8268,0.2,0,0,33964.83,,,,,
AZ8269,0.2,0.2,0,34059.78,,,,,
AZ8297,0.5,0.25,0,34094.51,,,,,
AZ8302,0,0,0,33957.5,,,,,
AZ8308,1,0.6,0,34279,,,,,
AZ8316,6.6,5.8,3,67399.32,,,,,
AZ8319,6.8,1.2,0,34776.42,,,,,
AZ8320,2,2,0,34980.3,,,,,
AZ8325,0,0,0,33957.49,,,,,
AZ8333,0,0,0,33957.5,,,,,
AZ8336,0,0,0,33957.5,,,,,
AZ8341,1.2,0.8,0,34381.28,,,,,
AZ8357,1.4,0.6,0,34293.66,,,,,
AZ8376,0,0,0,33957.5,,,,,
AZ8389,0.8,0.2,0,34081.77,,,,,
AZ8398,0,0,0,33957.49,,,,,
AZ8399,14.8,13.2,0.6,46855.9,,,,,
AZ8410,0.8,0.6,0,34271.67,,,,,
AZ8415,0,0,0,33957.5,,,,,
AZ8429,5.8,5,1,46692.61,,,,,
AZ8431,0,0,0,33957.5,,,,,
AZ8437,3.6,2.4,0,35228.84,,,,,
AZ8440,1.8,1,0,34498.22,,,,,
CA0024,0,0,0,33957.5,,,,,
CA0041,163.6,148.8,7.4,185697.39,,,,,
CA0046,0,0,0,33957.5,,,,,
CA0053,0,0,0,33957.5,,,,,
CA0083,34.2,31.4,4,90713.27,,,,,
CA0086,0,0,0,33957.5,,,,,
CA0088,137.8,130.6,1.2,113188.83,,,,,
CA0091,313.8,279,11.6,295639.67,,,,,
CA0092,53.4,51.4,4,100911.96,,,,,
CA0093,239.8,208,8,222684.61,,,,,
CA0096,191.6,174.4,3.2,156252.26,,,,,
CA0105,0,0,0.2,35987.26,,,,,
CA0121,0,0,0,33957.5,,,,,
CA0149,17,14.8,1,51755.65,,,,,
CA0150,1309,707.2,28.2,703872.11,,,,,
CA0152,143.8,125.2,4.2,141291.5,,,,,
CA0154,1336.4,1176.6,8,722718.32,,,,,
CA0164,0,0,0,33957.5,,,,,
CA0167,1329.4,1139.4,16,785991.45,,,,,
CA0168,278.2,238.8,6.2,220446.48,,,,,
CA0180,0,0,0,33957.5,,,,,
CA0185,44,41,2.4,79391.97,,,,,
CA0194,28.8,24.8,2,67084.42,,,,,
CA0198,131.4,116,3.4,128350.26,,,,,
CA0199,130,118.6,3,125473.78,,,,,
CA0200,190.8,178,9.4,220854.56,,,,,
CA0213,133.6,127.6,20.2,304437.75,,,,,
CA0221,50,44.6,4.6,103648.34,,,,,
CA0224,38.8,31.6,3.8,88947.05,,,,,
CA0235,10.6,4.4,0,36434.89,,,,,
CA0239,1.6,1.4,0,34680.78,,,,,
CA0260,262.8,246.2,9.6,257901.14,,,,,
CA0267,293.8,268.2,3,202499.73,,,,,
CA0268,85.2,79.8,0,74965.17,,,,,
CA0269,1.6,1.6,1.2,46954.29,,,,,
CA0272,1.2,0.6,0,34286.33,,,,,
CA0273,65.2,59.2,7,135493.87,,,,,
CA0275,0,0,0,33957.5,,,,,
CA0281,626.8,557.8,11.2,435412.05,,,,,
CA0283,295.2,260.2,6.2,231229.2,,,,,
CA0288,2.6,2.6,0,35287.14,,,,,
CA0289,4.6,4.2,0.2,38149.79,,,,,
CA0292,1.5,0.5,0,34249.84,,,,,
CA0295,97.8,88,3.2,111796.04,,,,,
CA0299,2.8,2.8,1.2,47567.97,,,,,
CA0300,3,2.8,0.2,37426.51,,,,,
CA0301,0.2,0.2,0,34059.78,,,,,
CA0305,701.8,652.8,10,471083.51,,,,,
CA0306,77,71.4,1.2,82855.26,,,,,
CA0309,110.6,84.2,1,88133.78,,,,,
CA0316,271,217.8,5.8,206153.32,,,,,
CA0323,48.4,39.2,0,54341.56,,,,,
CA0335,164.2,152.4,2,132624.99,,,,,
CA0337,685.6,666.6,8,456743.75,,,,,
CA0340,7.2,4.8,0,36500.18,,,,,
CA0341,53.6,49.8,3.6,96100.17,,,,,
CA0342,287.6,264.4,5.6,226855.31,,,,,
CA0343,237.2,222.2,0,148140.43,,,,,
CA0344,120.2,117.6,10.6,201770.7,,,,,
CA0345,17.8,17.4,1.4,57078.83,,,,,
CA0350,11,4.6,1,46693.3,,,,,
CA0351,0.2,0,0.2,35994.59,,,,,
CA0363,7.8,3.6,0,35952.47,,,,,
CA0364,3.8,3.6,0,35805.87,,,,,
CA0505,255.6,250.6,5.4,217101.19,,,,,
CA0506,0,0,0,33957.5,,,,,
CA0507,86.2,83,2.8,104937.64,,,,,
CA0508,1.4,0.8,0,34388.61,,,,,
CA0509,0,0,0,33957.5,,,,,
CA0510,0,0,0,33957.5,,,,,
CA0511,0,0,0,33957.5,,,,,
CA0515,1,0.8,0,34373.95,,,,,
CA0516,0,0,0,33957.5,,,,,
CA0518,0,0,0,33957.5,,,,,
CA0519,0,0,0,33957.49,,,,,
CA0521,344.2,304.4,11.4,306782.74,,,,,
CA0540,0,0,0,33957.5,,,,,
CA0581,58.6,56.4,3.4,97387.01,,,,,
CA0588,461.4,440.2,15.2,414114.64,,,,,
CA0621,3.8,2.4,0.4,39295.69,,,,,
CA0622,0,0,0,33957.5,,,,,
CA0623,1.2,1,0,34476.23,,,,,
CA0624,0.4,0.2,0,34067.11,,,,,
CA0761,1.2,1.2,0,34571.18,,,,,
CA0762,0,0,0,33957.5,,,,,
CA0763,0.5,0.25,0,34094.51,,,,,
CA0765,0,0,0,33957.5,,,,,
CA0773,0,0,0,33957.49,,,,,
CA0774,0,0,0,33957.5,,,,,
CA0775,0,0,0,33957.5,,,,,
CA0801,11.6,9.6,1.4,53148.55,,,,,
CA0802,0,0,0,33957.5,,,,,
CA0803,0,0,0,33957.5,,,,,
CA0804,1,0.4,0,34184.05,,,,,
CA0805,21.6,20,1.2,56422.7,,,,,
CA0901,5.2,3.8,0.2,37981.89,,,,,
CA0902,1,0.4,0,34184.05,,,,,
CA0903,2.8,1.6,0,34819.72,,,,,
CA0904,0.2,0,0,33964.83,,,,,
CA0905,0.4,0,0,33972.16,,,,,
CA0906,0,0,0,33957.5,,,,,
CA0907,0,0,0,33957.5,,,,,
CA0908,0,0,0,33957.5,,,,,
CA0909,1.6,1.6,0,34775.74,,,,,
CA0912,0,0,0,33957.5,,,,,
CA0913,0,0,0,33957.5,,,,,
CA0914,0.2,0.2,0,34059.78,,,,,
CA0915,8.8,6.4,0.2,39348.18,,,,,
CA0916,0.2,0.2,0,34059.78,,,,,
CA0917,1,0.8,0,34373.95,,,,,
CA0918,0.6,0.2,0,34074.44,,,,,
CA1172,0,0,0,33957.5,,,,,
CA2171,19.2,16,1.4,56465.5,,,,,
CA2312,0.4,0.4,0,34162.06,,,,,
CA4002,0.2,0,0,33964.83,,,,,
CA4515,1,1,0,34468.9,,,,,
CA4537,0.2,0.2,0,34059.77,,,,,
CA4664,53.6,50.6,5.2,112718.04,,,,,
CA4964,21.2,18.8,1,53808.58,,,,,
CA5149,0.2,0.2,0,34059.78,,,,,
CA5151,0.2,0,0,33964.82,,,,,
CA5175,1.2,0.8,0,34381.28,,,,,
CA5201,33.4,30.4,3.8,88179.44,,,,,
CA5408,54.8,47,3,88725.57,,,,,
CA5468,0.2,0.2,0,34059.78,,,,,
CA5521,0.75,0.25,0,34103.67,,,,,
CA5620,0.4,0,0,33972.16,,,,,
CA5754,22,19.8,0.8,52282.89,,,,,
CA5808,0,0,0,33957.5,,,,,
CA5812,3.2,1.2,0,34644.48,,,,,
CA5817,4.4,2,1,45217.05,,,,,
CA5922,0.2,0.2,0,34059.78,,,,,
CA5938,4.6,3.4,0,35740.25,,,,,
CA5939,20.2,17.2,2.6,69250.41,,,,,
CA5946,0,0,0,33957.5,,,,,
CA5961,0.8,0.4,0,34176.72,,,,,
CA5986,0.8,0.8,0,34366.62,,,,,
CA6000,0.8,0.4,0,34176.72,,,,,
CA6016,0.6,0.6,0,34264.34,,,,,
CA6044,0,0,0,33957.5,,,,,
CA6054,16.8,7.8,1.2,50454.83,,,,,
CA6062,1.6,1.4,0,34680.79,,,,,
CA6093,6.6,3.8,0,36003.45,,,,,
CA6104,2.8,1.8,0,34914.67,,,,,
CA6109,11.8,11.4,0,39802.12,,,,,
CA6111,0.8,0.4,0,34176.72,,,,,
CA6116,15.4,13.6,1.2,53157.07,,,,,
CA6124,1.4,1.2,0,34578.51,,,,,
CA6139,28,23,1,56051.75,,,,,
CA6153,27.4,24.4,1.2,58724.17,,,,,
CA6218,20.8,16.8,3,73142.01,,,,,
CA6228,0,0,2,54255.09,,,,,
CA6229,16.6,12.8,1.2,52821.25,,,,,
CA6231,0.8,0.2,0,34081.77,,,,,
CA6242,0.6,0.2,0,34074.44,,,,,
CA6263,0,0,0,33957.5,,,,,
CA6271,2.8,2.2,0,35104.57,,,,,
CA6274,11,10.2,0.8,47322.14,,,,,
CA6308,12.4,12.2,1.4,54412.22,,,,,
CA6309,3.2,2,0,35024.28,,,,,
CA6311,2.6,2.4,0,35192.19,,,,,
CA6314,10.2,8.2,0.8,46343.32,,,,,
CA6330,34.6,29.8,7.2,122444.48,,,,,
CA6333,7.2,6.4,0,37259.78,,,,,
CA6342,20.4,19,0.6,49814.69,,,,,
CA6344,0.2,0.2,0,34059.78,,,,,
CA6355,0,0,0,33957.5,,,,,
CA6359,2.8,2,0,35009.62,,,,,
CA6370,7.2,5.8,1,47123.72,,,,,
CA6375,3.6,3,0,35513.69,,,,,
