Row Labels,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment,,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment
TX2752,0,0,0,33957.5,,,,,
TX2754,16,15,1,51813.95,,,,,
TX2755,1.6,0.8,0,34395.94,,,,,
TX2757,31.4,25.8,3.2,79833.01,,,,,
TX2759,3.33,1.67,0,34870.91,,,,,
TX2760,10.2,8.6,0,38414.18,,,,,
TX2761,2,0.8,0,34410.6,,,,,
TX2762,22.6,19.8,1,54334.64,,,,,
TX2763,28,27.2,1.8,66164.74,,,,,
TX2764,16.2,13.6,1.6,57245.91,,,,,
TX2765,5.4,5,0.6,42618.44,,,,,
TX2766,30.2,29.6,7.6,126247.78,,,,,
TX2768,3.4,3.2,0.2,37631.07,,,,,
TX2769,26.4,23,3,76290.7,,,,,
TX2771,0,0,0,33957.5,,,,,
TX2772,31.4,29,1.8,67143.9,,,,,
TX2773,0,0,0,33957.5,,,,,
TX2775,0,0,0,33957.5,,,,,
TX2776,4,3.4,1,45867.04,,,,,
TX2779,0.4,0,0,33972.16,,,,,
TX2780,2.8,1.4,0,34724.76,,,,,
TX2781,11.6,10.8,0.8,47628.98,,,,,
TX2782,8.2,2.8,0,35587.33,,,,,
TX2783,1.2,1.2,0,34571.18,,,,,
TX2784,26.6,25,2.2,69128.5,,,,,
TX2785,7.8,4.2,0,36237.31,,,,,
TX2789,19.6,19.2,0,43791.05,,,,,
TX2790,0.8,0.4,0,34176.72,,,,,
TX2791,0.2,0,0,33964.83,,,,,
TX2792,3.2,0.4,0,34264.68,,,,,
TX2793,1.4,0.6,0,34293.65,,,,,
TX2794,1.8,1.2,0,34593.17,,,,,
TX2795,0,0,0,33957.5,,,,,
TX2796,1.4,1.4,0,34673.46,,,,,
TX2798,0.2,0.2,0,34059.78,,,,,
TX2800,18.8,14.6,1.2,53756.43,,,,,
TX2804,0.6,0.6,0,34264.34,,,,,
TX2805,0.2,0.2,0,34059.78,,,,,
TX2806,3.6,1.2,0,34659.14,,,,,
TX2807,0.4,0,0,33972.16,,,,,
TX2808,0.4,0.2,0,34067.11,,,,,
TX2809,0.2,0.2,0,34059.78,,,,,
TX2810,0,0,0,33957.5,,,,,
TX2812,0.4,0.4,0,34162.06,,,,,
TX2813,1.2,1,0,34476.23,,,,,
TX2814,0.4,0.4,0,34162.06,,,,,
TX2815,5.4,5,0.8,44648.2,,,,,
TX2817,0.4,0.2,0,34067.11,,,,,
TX2818,2.6,1.2,0,34622.49,,,,,
TX2819,0,0,0,33957.5,,,,,
TX2820,0.2,0.2,0,34059.77,,,,,
TX2821,4.2,2.8,0.2,37470.49,,,,,
TX2822,0.2,0.2,0,34059.78,,,,,
TX2823,2.8,2.2,0,35104.57,,,,,
TX2824,0.2,0.2,0,34059.78,,,,,
TX2825,0.4,0.2,0,34067.11,,,,,
TX2826,1.2,0.2,0,34096.43,,,,,
TX2827,2,1.8,0,34885.35,,,,,
TX2829,0.4,0.4,0,34162.06,,,,,
TX2830,0.4,0.4,0,34162.06,,,,,
TX2831,24.2,23.2,1,56007.43,,,,,
TX2832,8,7,1.8,55841.78,,,,,
TX2834,54.2,51.2,3.8,98816.57,,,,,
TX2835,13.4,12.2,2.2,62567.91,,,,,
TX2837,0.6,0.6,0,34264.34,,,,,
TX2838,0,0,0,33957.5,,,,,
TX2839,6.6,4.6,1.6,52621.31,,,,,
TX2840,4.4,0,0,34118.76,,,,,
TX2841,0,0,0,33957.5,,,,,
TX2844,0.6,0.6,0,34264.34,,,,,
TX2845,2.4,1.4,0,34710.11,,,,,
TX2846,0,0,0,33957.5,,,,,
TX2847,9,8.2,0.6,44269.58,,,,,
TX2850,0,0,0,33957.5,,,,,
TX2851,0,0,0,33957.5,,,,,
TX2853,0,0,0,33957.5,,,,,
TX2858,0,0,0,33957.5,,,,,
TX2859,9.6,7.2,0.4,41787.06,,,,,
TX2860,0.2,0.2,0,34059.78,,,,,
TX2861,0,0,0,33957.5,,,,,
TX2863,0,0,0,33957.5,,,,,
TX2864,15,11.4,0,39919.41,,,,,
TX2865,1.6,0.8,0,34395.94,,,,,
TX2871,0.2,0,0,33964.83,,,,,
TX2872,0.2,0,0,33964.83,,,,,
TX2873,0.8,0.2,0,34081.77,,,,,
TX2874,1.8,1.4,0,34688.12,,,,,
TX2876,2.6,2.6,0,35287.14,,,,,
TX2877,11.8,10.8,1.2,51695.83,,,,,
TX2878,0,0,0,33957.5,,,,,
TX2879,1.2,0.8,0,34381.28,,,,,
TX2880,1.8,1.4,0.6,40777.39,,,,,
TX2883,17,17,0,42651.3,,,,,
TX2884,0,0,0,33957.5,,,,,
TX2885,57.2,52.2,4.8,109550.07,,,,,
TX2886,0.4,0.4,0,34162.06,,,,,
TX2887,0,0,0,33957.5,,,,,
TX2888,0,0,0,33957.5,,,,,
TX2889,29.2,25.8,4.8,95990.45,,,,,
TX2892,0.6,0.2,0,34074.44,,,,,
TX2894,22.4,19.6,9.8,143541.76,,,,,
TX2897,1.25,0.25,0,34122,,,,,
TX2898,11.5,7,2.5,63074.21,,,,,
TX2899,0.8,0.4,0,34176.71,,,,,
TX2900,2,0.75,0,34386.86,,,,,
TX2901,23,19.75,6,105069.54,,,,,
TX2903,2,2,1.5,50203.49,,,,,
TX2904,4,2,0,35053.6,,,,,
TX2905,0,0,0,33957.5,,,,,
TX2906,0,0,0,33957.5,,,,,
TX2907,12,7.67,1.67,54951.71,,,,,
TX2908,1.33,1,0,34481.11,,,,,
TX2909,1.25,1,0,34478.06,,,,,
TX2910,0,0,0,33957.5,,,,,
TX2911,9,6.33,2.67,64357.55,,,,,
TX2912,0.33,0,0,33969.71,,,,,
TX2914,1.5,0,0,34012.47,,,,,
TX2915,0,0,0,33957.5,,,,,
TX2917,0,0,0,33957.5,,,,,
TX2919,2,0,0,34030.8,,,,,
TX2920,8,2,0,35200.2,,,,,
TX2921,1,1,0,34468.9,,,,,
TX2922,12,10,11,150781.55,,,,,
TX2927,0,0,0,33957.5,,,,,
TX2928,5,2,0,35090.25,,,,,
TX2929,0,0,0,33957.49,,,,,
TX2931,0,0,0,0,,,,,
TX2933,0,0,0,33957.5,,,,,
TX2935,0,0,1,44106.29,,,,,
TX2936,0,0,0,33957.5,,,,,
TX2939,0,0,0,33957.5,,,,,
TX2940,5,2,0,35090.25,,,,,
TX2941,0,0,0,33957.5,,,,,
TX2943,0.5,0,0,33975.82,,,,,
TX2944,0,0,0,33957.5,,,,,
TX2945,0,0,0,33957.5,,,,,
TX2946,0,0,0,33957.5,,,,,
TX2949,0,0,0,33957.5,,,,,
TX2950,0,0,0,33957.5,,,,,
TX2951,0,0,0,33957.5,,,,,
TX2952,0,0,0,33957.5,,,,,
TX2954,0,0,0,33957.5,,,,,
TX2955,0,0,0,33957.5,,,,,
TX2956,0,0,0,33957.5,,,,,
TX2957,0,0,0,33957.5,,,,,
TX2958,2.5,2.5,0,35236,,,,,
TX2959,0,0,0,33957.5,,,,,
TX2960,0,0,0,33957.5,,,,,
TX2961,0,0,0,33957.5,,,,,
TX2962,0,0,0,33957.5,,,,,
TX2963,0,0,0,33957.5,,,,,
TX2964,0,0,0,33957.5,,,,,
TX2965,0,0,0,33957.5,,,,,
TX2966,0,0,0,33957.5,,,,,
TX2967,0,0,0,33957.5,,,,,
TX2969,0,0,0,33957.5,,,,,
TX2971,0,0,0,33957.5,,,,,
TX2973,0,0,0,33957.5,,,,,
TX2976,1,1,0,34468.9,,,,,
TX2980,0,0,0,33957.5,,,,,
TX2982,0,0,0,33957.5,,,,,
TX2988,0,0,0,33957.5,,,,,
TX2989,0,0,0,33957.5,,,,,
TX2990,0,0,0,33957.5,,,,,
TX2999,0,0,0,33957.5,,,,,
TX4090,0,0,0,33957.5,,,,,
TX6175,0,0,0,33957.5,,,,,
TX7017,2.8,2.4,0,35199.52,,,,,
TX7018,0.2,0,0,33964.83,,,,,
TX7019,0.2,0.2,0,34059.78,,,,,
TX7020,0,0,0,33957.5,,,,,
TX7021,0,0,0,33957.5,,,,,
TX7022,0,0,0,33957.5,,,,,
TX7023,0,0,0,33957.5,,,,,
TX7024,0,0,0,33957.5,,,,,
TX7025,0.33,0,0,33969.71,,,,,
TX7026,0.33,0,0,33969.71,,,,,
TX7027,0,0,0,33957.5,,,,,
TX7028,0,0,0,33957.5,,,,,
TX7029,0,0,0,33957.5,,,,,
TX7030,1.8,1.8,0,34878.02,,,,,
TX7031,0,0,0,33957.5,,,,,
TX7032,0,0,0,33957.5,,,,,
TX7033,0,0,0,33957.5,,,,,
TX7034,0.2,0,0,33964.83,,,,,
TX7035,0,0,0,33957.5,,,,,
TX7055,0,0,0,33957.5,,,,,
TX7056,0,0,0,33957.5,,,,,
TX7071,0,0,0,33957.5,,,,,
UT0010,11.2,10.2,1.6,55448.51,,,,,
UT0014,10.6,8.4,2,58631.48,,,,,
UT0017,24.2,23.2,3,76305.03,,,,,
UT0018,37.2,32,1.2,62691.45,,,,,
UT0032,229.2,197.4,11.8,255829.18,,,,,
UT0035,128.4,112,9,183174.57,,,,,
UT0036,48.6,44.8,7.4,132108.59,,,,,
UT0037,0,0,0,33957.5,,,,,
UT0039,2.6,1.8,0.8,43026.37,,,,,
UT0042,0.6,0,0,33979.48,,,,,
UT1248,0,0,0,33957.5,,,,,
UT1306,14.6,13,1.2,52842.9,,,,,
UT1328,0,0,0,33957.5,,,,,
UT1349,0.2,0,0,33964.82,,,,,
UT1353,1,0,0,33994.15,,,,,
UT1358,0,0,0,33957.5,,,,,
UT1360,2.6,1.2,0,34622.49,,,,,
UT1363,1,0.4,0,34184.05,,,,,
UT1366,0.6,0.6,0,34264.34,,,,,
UT1367,0,0,0,33957.5,,,,,
UT1370,0,0,0,33957.5,,,,,
UT1373,1,0.8,0,34373.95,,,,,
UT1374,0.2,0.2,0,34059.77,,,,,
UT1380,3.2,0.6,0,34359.63,,,,,
UT1384,0.8,0,0,33986.82,,,,,
UT1387,8.4,7.8,1.6,54206.49,,,,,
UT1391,0.4,0.4,0,34162.06,,,,,
UT1393,0,0,0,33957.5,,,,,
UT1395,0.2,0,0,33964.83,,,,,
UT1399,0,0,0,33957.5,,,,,
UT1409,3.4,0.6,0,34366.96,,,,,
UT1410,1.4,0.2,0,34103.76,,,,,
UT1411,0.4,0,0,33972.16,,,,,
UT1412,0.2,0.2,0,34059.78,,,,,
UT1413,0,0,0,33957.5,,,,,
UT1417,0.6,0.2,0,34074.44,,,,,
UT1421,0,0,0,33957.5,,,,,
UT1426,0,0,0,33957.5,,,,,
UT1428,24.4,23,1,55919.81,,,,,
UT1429,0,0,0,33957.5,,,,,
UT1430,22.2,21.4,1.6,61168.86,,,,,
UT1431,2.2,2,0,34987.63,,,,,
UT1433,1,0.4,0,34184.05,,,,,
UT1434,10.6,9.6,0.4,42963.11,,,,,
UT1435,0,0,0,33957.5,,,,,
UT1437,0.4,0,0,33972.16,,,,,
UT1438,0,0,0,33957.5,,,,,
UT1439,0,0,0,33957.5,,,,,
UT1453,0,0,0,33957.5,,,,,
UT1456,0,0,0,33957.5,,,,,
UT1457,1.8,1.4,0,34688.12,,,,,
UT1458,0.2,0,0,33964.83,,,,,
UT1462,42,40.2,3.4,89087.67,,,,,
UT1464,120.2,117,2.8,122325.25,,,,,
UT1465,0,0,0.2,35987.26,,,,,
UT1467,0,0,0,33957.5,,,,,
UT1472,1,0.6,0,34279,,,,,
UT1473,2.6,0.4,0,34242.69,,,,,
UT1474,0,0,0,33957.5,,,,,
UT1476,4.4,4,0.4,40077.28,,,,,
UT1480,38.2,35.6,13.2,186222.74,,,,,
UT1483,0,0,0,33957.5,,,,,
UT1485,0,0,0,33957.5,,,,,
UT1486,12.8,11.8,0.4,44088.19,,,,,
UT1489,0,0,0,33957.5,,,,,
UT1490,0,0,0,33957.5,,,,,
UT1492,0,0,0,33957.5,,,,,
UT1493,0,0,0,33957.5,,,,,
UT1494,0.6,0.6,0,34264.34,,,,,
UT1495,5.2,4.4,1.6,52475.05,,,,,
UT1496,0,0,0,33957.5,,,,,
UT1497,13.8,12.4,4,80945.35,,,,,
UT1498,0,0,0,33957.5,,,,,
UT1500,0.4,0.2,0,34067.11,,,,,
UT1501,0,0,0,33957.5,,,,,
UT1502,0.25,0.25,0,34085.35,,,,,
UT1506,0,0,0,33957.5,,,,,
UT1507,12.2,10.6,2.4,63794.09,,,,,
UT1508,0,0,0,33957.5,,,,,
UT1509,9.4,8.6,1.4,52593.17,,,,,
UT1510,27.2,24.4,1.8,64806.12,,,,,
UT1511,0,0,0,33957.5,,,,,
UT1512,0,0,0,33957.5,,,,,
UT1514,0,0,0,33957.5,,,,,
UT1516,0,0,0.2,35987.26,,,,,
UT1518,75.25,73.5,1.25,84295.56,,,,,
UT1519,0,0,0,33957.5,,,,,
UT1520,0,0,0,33957.5,,,,,
UT1522,9.67,7.67,2.67,65014.99,,,,,
UT1523,0.33,0.33,0,34127.96,,,,,
UT1524,0.33,0.33,0,34127.96,,,,,
UT1525,0,0,0,33957.5,,,,,
UT1526,0,0,0,33957.5,,,,,
UT1528,2.5,2,0,34998.62,,,,,
UT1531,0,0,0,33957.5,,,,,
UT1542,0.6,0.4,0,34169.39,,,,,
UT1550,0,0,0,33957.5,,,,,
VA0002,10.4,6.2,0,37282.11,,,,,
VA0003,154,19.2,0,48716.86,,,,,
VA0005,5.8,3.4,0.8,43903.26,,,,,
VA0006,236.4,71.2,0,76423.86,,,,,
VA0007,11.4,10,2.2,61450.16,,,,,
VA0008,28.8,9.2,3.8,77946.15,,,,,
VA0014,18,6.2,0,37560.66,,,,,
VA0015,25.6,10.2,0,39738.2,,,,,
VA0020,11.2,9,0,38640.73,,,,,
VA0023,0,0,0,33957.5,,,,,
VA0026,69.6,31,0.2,53255.38,,,,,
VA0027,9.8,5.2,0,36785.37,,,,,
VA0028,26.8,19.4,4.4,88804.58,,,,,
VA0033,3.2,3,0,35499.03,,,,,
VA0034,9.6,3.4,0,35923.49,,,,,
VA0035,2,1.25,0,34624.23,,,,,
VA0037,4,3.8,0.2,37937.91,,,,,
VA0038,15.6,8.4,0,38517.14,,,,,
VA0039,0.25,0.25,0,34085.35,,,,,
VA0040,5.6,3.8,2.2,58294.14,,,,,
VA0042,0,0,0,33957.5,,,,,
VA0046,40,9,0,39696.27,,,,,
VA0050,0,0,0,33957.5,,,,,
VA0051,1.2,1,0,34476.23,,,,,
VA0053,7.6,5,0,36609.79,,,,,
VA0054,43,27.4,0.2,50571.39,,,,,
VA0055,69,6.8,0,39714.68,,,,,
VA0056,7.2,1.8,0,35075.93,,,,,
VA0057,0,0,0,33957.5,,,,,
VA0059,2.4,2.4,0,35184.86,,,,,
VA0061,21.5,7.5,0,38306.11,,,,,
VA0062,12,4.4,0,36486.2,,,,,
VA0063,29.6,19,0,44062.61,,,,,
VA0064,8.6,2.4,0,35412.09,,,,,
VA0066,0.2,0.2,0,34059.78,,,,,
VA0068,1.2,1.2,0,34571.18,,,,,
VA0070,5.8,4.6,4,76949.1,,,,,
VA0071,0,0,0,33957.5,,,,,
VA0072,32.2,6.4,0,38176.04,,,,,
VA0073,0.6,0.6,0,34264.34,,,,,
VA0075,4.5,2.5,1.25,47995.29,,,,,
VA0076,8.4,7.6,1.2,50052.01,,,,,
VA0077,0,0,0,33957.5,,,,,
VA0081,103.5,4.5,0,39887.19,,,,,
VA0082,169.4,93,11,195954.57,,,,,
VA0085,683,62,0,88424.23,,,,,
VA0087,19.4,8.2,1.8,56829.29,,,,,
VA0088,204.8,123.2,4.8,148666.92,,,,,
VA0091,0,0,0,33957.5,,,,,
VA0095,88.8,23.8,11.4,164207.35,,,,,
VA0108,2.4,1.4,0,34710.11,,,,,
VA0112,25.6,4.4,0,36984.65,,,,,
VA0113,17.6,3.6,0,36311.64,,,,,
VA0118,1.67,1.67,0,34809.83,,,,,
VA0127,43.8,17,0,43633.53,,,,,
VA0153,24.8,20.6,0,44646.28,,,,,
VA0159,160,13,0,45993.31,,,,,
VA0182,2,2,0,34980.3,,,,,
VA0203,0.8,0.8,0,34366.62,,,,,
VA0204,1,1,0,34468.9,,,,,
VA0208,21.4,19,3,74208.45,,,,,
VA0215,34.8,27,0.2,50080.94,,,,,
VA0219,3.8,2,0,35046.27,,,,,
VA0221,0.2,0,0,33964.83,,,,,
VA0234,1.6,1.6,1.4,48984.05,,,,,
VA0240,1.25,0.75,0,34359.37,,,,,
VA0242,0.2,0.2,0,34059.78,,,,,
VA0244,12.4,3.2,0,35931.16,,,,,
VA0247,0,0,0,33957.5,,,,,
VA0250,134.2,86.4,0.4,83953.9,,,,,
VA0256,0.6,0.2,0,34074.44,,,,,
VA0259,2.2,2.2,0,35082.58,,,,,
VA0263,32,25.5,0.5,52310.83,,,,,
VA0270,25.4,10.2,1.6,55968.94,,,,,
VA0280,0.8,0.8,0,34366.62,,,,,
VA0282,43,13.2,2.4,66157.27,,,,,
VA0283,28,24.6,20,249638.46,,,,,
VA0284,0.4,0.4,0,34162.06,,,,,
VA0286,0.4,0.4,0,34162.06,,,,,
VA0289,403.8,143.8,4.2,159650.93,,,,,
VA0298,136,27.8,2,72437.59,,,,,
VA0300,4.2,1.6,0.2,36900.79,,,,,
VA0301,40.2,32.4,13.2,184776.84,,,,,
VA0306,1.4,1.2,0,34578.51,,,,,
VA0307,7,5.8,3,67413.98,,,,,
VA0309,72,44,1.4,71693.64,,,,,
VA0310,1,0.75,0,34350.21,,,,,
VA0313,84.2,56.2,3.4,98230.31,,,,,
VA0316,59.8,35.6,2.2,75377.64,,,,,
VA0318,36.2,16.2,1.6,59213.27,,,,,
VA0319,5.8,3.6,0,35879.17,,,,,
VA0320,0,0,0,33957.5,,,,,
VA0321,433.6,151.2,0,121631.3,,,,,
VA0322,1.4,1.2,0,34578.51,,,,,
VA0323,170.2,70.6,1.6,89950.82,,,,,
VA0328,0.4,0.4,0,34162.06,,,,,
VA0332,19.4,7.2,0,38086.71,,,,,
VA0333,0.8,0.8,0,34366.62,,,,,
VA0335,0,0,0,33957.5,,,,,
VA0336,0.4,0.4,0,34162.06,,,,,
VA0337,10.6,9,0,38618.74,,,,,
VA0338,17,0.75,0,34936.62,,,,,
VA0341,350.4,11.8,1.4,66610.16,,,,,
VA0345,6.4,5.8,2.4,61302.72,,,,,
VA0349,31.75,27.5,6.25,111606.74,,,,,
VA0350,119.2,82.2,0,77350.68,,,,,
VA0351,1,0.8,0,34373.95,,,,,
VA0352,0,0,0,0,,,,,
VA0354,18,8.4,1,48753.9,,,,,
VA0357,3.8,2.8,0,35426.07,,,,,
VA0359,0,0,0,33957.5,,,,,
VA0360,2.8,2.2,0,35104.57,,,,,
VA0364,73.8,11.6,0,42169.4,,,,,
VA0378,61.6,15.6,0,43621.26,,,,,
VA0382,12.6,12,3.8,78681.71,,,,,
VA0385,3.2,3,0.2,37528.79,,,,,
VA0387,78,7.6,0,40424.33,,,,,
VA0390,7.8,5.6,1.8,55169.8,,,,,
VA0391,0,0,0,33957.5,,,,,
VA0396,154.2,37.4,2.8,85781.27,,,,,
VA0401,57.2,12.2,3.2,74321.99,,,,,
VA0403,29.4,12.4,5.4,95725.41,,,,,
VA0405,0.4,0.4,0,34162.06,,,,,
VA0410,0.4,0.2,0,34067.11,,,,,
VA0414,140.4,53.2,2.2,86687.26,,,,,
VA0417,8.6,6.8,2.2,59828.34,,,,,
VA0419,0.2,0,0,33964.83,,,,,
VA0421,31.2,14.2,10,143330.39,,,,,
VA0423,13.25,3.5,0.5,41179.14,,,,,
VA0426,0.75,0,0,33984.98,,,,,
VA0427,0,0,0,33957.5,,,,,
VA0429,6,6,0,37025.9,,,,,
VA0430,3.5,3.5,2.5,61119.39,,,,,
VA0436,1.6,1,0,34490.89,,,,,
VA0448,0,0,0,33957.5,,,,,
VA0450,2.2,0.2,0,34133.08,,,,,
VA0453,0,0,0,33957.5,,,,,
VA0469,2.4,0.8,0.6,40514.53,,,,,
VA0472,0.2,0,0,33964.83,,,,,
VA0473,1.2,0.6,0,34286.33,,,,,
VA0474,2.6,0.6,0,34337.64,,,,,
VA0480,0,0,0,33957.5,,,,,
VA0481,5.6,2.6,0.8,43516.12,,,,,
VA0483,1.2,1,0,34476.22,,,,,
VA0486,11,5.4,1,47073.1,,,,,
VA0491,80.2,54.2,13,194562.64,,,,,
VA0495,0.2,0.2,0,34059.78,,,,,
VA0496,7.6,6.2,0.4,41239.01,,,,,
VA0499,0,0,0,33957.5,,,,,
VA0500,0.2,0.2,0,34059.78,,,,,
VA0501,0,0,0,33957.5,,,,,
VA0502,0,0,0,33957.5,,,,,
VA0503,0,0,0,33957.5,,,,,
VA0504,0,0,0,33957.5,,,,,
VA0505,0,0,0,33957.5,,,,,
VA0506,641,85.8,3.6,134719.62,,,,,
VA0507,380,229,0,156602.41,,,,,
VA0508,0.4,0.2,0,34067.11,,,,,
VA0509,0,0,0,33957.5,,,,,
VA0510,0,0,0,33957.5,,,,,
VA0511,3.6,1,0.6,40653.47,,,,,
VA0512,5.2,1.2,0,34717.78,,,,,
VA0514,4.2,3,0,35535.68,,,,,
VA0519,19.6,13.2,2,61240.13,,,,,
VA0520,5.4,0.8,2.2,56862.56,,,,,
VA0533,1.2,0.6,0,34286.33,,,,,
VA0534,0.2,0.2,0,34059.78,,,,,
VA0535,5.6,2.2,1.2,47385.73,,,,,
VA0536,0.4,0,0,33972.16,,,,,
VA0539,6.6,2.6,1,45582.53,,,,,
VA0543,8,3.8,0.2,38084.51,,,,,
VA0545,2,1,0,34505.55,,,,,
VA0555,0,0,0,33957.5,,,,,
VA0560,0,0,0,33957.5,,,,,
VA0561,0,0,0,33957.5,,,,,
VA0563,0,0,0,33957.5,,,,,
VA0573,1.6,1.2,0,34585.84,,,,,
VA0574,2.2,1.2,0,34607.83,,,,,
VA0578,23.4,6.8,0,38043.4,,,,,
VA0582,0,0,0,33957.5,,,,,
VA0585,2.8,2.6,0,35294.47,,,,,
VA0592,0,0,0,33957.5,,,,,
VA0593,7.8,5,0.4,40676.64,,,,,
VA0599,0.2,0.2,0,34059.78,,,,,
VA0600,1.2,1,0.8,42595.26,,,,,
VA0603,2.2,2,0,34987.63,,,,,
VA0604,6.4,2,1,45290.35,,,,,
VA0610,3.6,1.4,1,44902.88,,,,,
VA0611,0,0,0,33957.5,,,,,
VA0613,8.2,4.6,2.2,58769.23,,,,,
VA0616,6.6,2.4,0.4,39398.31,,,,,
VA0618,9.8,3,1,45889.72,,,,,
VA0619,6.2,2,0.4,39193.75,,,,,
VA0631,13.8,5.6,0.6,43211.15,,,,,
VA0632,11,6.4,2.2,59726.4,,,,,
VA0635,4.2,1.4,0.8,42895.11,,,,,
VA0636,0,0,0,33957.5,,,,,
VA0638,0,0,0,33957.5,,,,,
VA0639,1.2,0.2,0.8,42215.46,,,,,
VA0643,0,0,0,33957.5,,,,,
VA0644,15.4,7.2,0.6,44029.39,,,,,
VA0646,1.2,0.6,0,34286.33,,,,,
VA0650,0,0,0,33957.5,,,,,
VA0653,21.6,11.2,3.6,76602.01,,,,,
VA0654,0,0,0,33957.5,,,,,
VA0656,22.6,6.4,1.6,54062.27,,,,,
VA0660,1.67,1.33,0,34651.58,,,,,
VA0661,6.8,2.4,0.6,41435.4,,,,,
VA0662,1.8,0.4,0,34213.37,,,,,
VA0663,0.8,0.6,0,34271.67,,,,,
VA0665,8.6,2.2,1,45465.94,,,,,
VA0668,0,0,0,33957.5,,,,,
VA0669,0.2,0.2,0,34059.78,,,,,
VA0670,0,0,0,33957.5,,,,,
VA0673,7,3.4,0,35828.2,,,,,
VA0676,7,3.4,2,56125.79,,,,,
VA0678,0.2,0.2,0,34059.78,,,,,
VA0680,0,0,0,33957.49,,,,,
VA0681,0,0,0,33957.5,,,,,
VA0683,0,0,0,33957.5,,,,,
VA0685,0,0,0,33957.5,,,,,
VA0686,8.8,5.2,0,36748.72,,,,,
VA0687,5,1.6,0,34900.35,,,,,
VA0688,7.6,6,0.8,45203.58,,,,,
VA0691,6.2,2,1,45283.02,,,,,
VA0693,15.8,7.8,1.6,54477.7,,,,,
VA0694,3,2.4,1.4,49415.16,,,,,
VA0697,0,0,0,33957.5,,,,,
VA0698,0,0,0,33957.5,,,,,
VA0703,2.8,1.8,0,34914.67,,,,,
VA0705,12.2,8.6,1.2,50666.03,,,,,
VA0707,0,0,0,33957.5,,,,,
VA0708,7.6,3.6,1,46093.93,,,,,
VA0709,0,0,0,33957.5,,,,,
VA0710,1,0.4,0,34184.05,,,,,
VA0711,34,6.4,2.2,60569.36,,,,,
VA0712,2.8,1.8,0.2,36944.43,,,,,
VA0713,65,35.8,7.6,130466.67,,,,,
VA0719,0.8,0.2,0,34081.76,,,,,
VA0720,3.8,3.6,0,35805.86,,,,,
VA0721,24.8,6.8,6,98987.5,,,,,
VA0723,1.4,1,2,54781.15,,,,,
VA0725,0.8,0.6,0,34271.67,,,,,
VA0726,0,0,0,33957.5,,,,,
VA0728,16.6,5.4,1,47278.34,,,,,
VA0729,17.6,7.6,1.6,54448.72,,,,,
VA0731,4,1.8,0.6,41047.93,,,,,
VA0732,0.8,0.6,0,34271.67,,,,,
VA0735,8.4,2.2,1.8,53577.64,,,,,
VA0736,0.6,0,0,33979.49,,,,,
VA0737,11.8,5,3.8,75329.14,,,,,
VA0738,37,15.4,3.6,79160.37,,,,,
VA0739,3,2.2,0,35111.9,,,,,
VA0740,5.8,2.6,0,35404.42,,,,,
VA0741,0,0,0,33957.5,,,,,
VA0742,4.2,2.4,0,35250.83,,,,,
VA0743,0.2,0.2,0,34059.78,,,,,
VA0744,3.2,1.2,0,34644.48,,,,,
VA0745,3.2,1.8,0,34929.33,,,,,
VA0746,4,2.8,0.2,37463.16,,,,,
VA0748,0.2,0.2,0,34059.78,,,,,
VA0749,0,0,0.2,35987.26,,,,,
VA0750,3.8,2,3.8,73611.69,,,,,
VA0751,4.6,4,0.2,38054.85,,,,,
VA0752,0,0,0,33957.5,,,,,
VA0753,0,0,0,33957.5,,,,,
VA0754,0,0,0,33957.5,,,,,
VA0756,3.4,1.2,0,34651.81,,,,,
VA0758,0,0,0,33957.5,,,,,
VA0759,8,3.4,0.6,41954.13,,,,,
VA0760,1.2,0.8,0,34381.28,,,,,
VA0761,0,0,0,33957.5,,,,,
VA0764,2.2,1.4,2,55000.37,,,,,
VA0765,0,0,0,33957.5,,,,,
VA0773,1.6,0.4,1.6,50444.11,,,,,
VA0774,0.2,0.2,0,34059.78,,,,,
VA0775,0,0,0,33957.5,,,,,
VA0776,0,0,0,33957.5,,,,,
VA0777,5.2,3.6,0,35857.18,,,,,
VA0780,0,0,0,33957.5,,,,,
VA0781,1.8,0,1.6,50261.54,,,,,
VA0782,25.2,10.4,1,49967.28,,,,,
VA0783,0,0,0,33957.5,,,,,
VA0784,12.6,2.6,2,55951.23,,,,,
VA0786,0,0,0,33957.5,,,,,
VA0787,0,0,0,33957.5,,,,,
VA0788,4.4,2.4,0.4,39317.68,,,,,
VA0789,7.4,1.6,1.4,49196.62,,,,,
VA0791,0,0,0,33957.5,,,,,
VA0793,14.2,6.2,1.2,49599.94,,,,,
VA0794,11.4,7.4,3,68334.85,,,,,
VA0795,7.6,3,1.4,49868.61,,,,,
VA0797,0.4,0,1,44120.95,,,,,
VA0805,0.2,0.2,0,34059.78,,,,,
VA0812,131.6,33.8,2.2,77154.59,,,,,
VA0813,0,0,0,33957.5,,,,,
VA0815,1,0.8,0,34373.95,,,,,
VA0816,12.4,9.8,2.4,63421.62,,,,,
VA0817,103.6,24.4,0,49338.38,,,,,
VA0818,93.6,27.8,0.4,54645.54,,,,,
VA0819,0.6,0.4,0.8,42288.42,,,,,
